cancellation,no_delivery,delivery_delay,delivery_time,late_delivery_flag,avg_installments,total_payment,freight_value,product_description_length,product_photos_qty,is_dissatisfied
0.0,0.0,-8.0,13.0,0.0,6.0,196.89,16.89,794.0,3.0,0
0.0,0.0,-10.0,16.0,0.0,3.0,348.95500000000004,37.18,190.0,1.0,1
0.0,0.0,-16.0,4.0,0.0,4.0,257.44,27.64,177.5,1.0,1
0.0,0.0,-14.0,8.0,0.0,1.0,348.95500000000004,38.94,347.0,1.0,0
0.0,0.0,-19.0,14.0,0.0,10.0,325.93,26.93,744.0,1.0,1
0.0,0.0,-13.0,18.0,0.0,10.0,297.14,28.14,278.0,1.0,0
0.0,0.0,-6.0,23.0,0.0,1.0,348.95500000000004,38.94,92.0,2.0,0
0.0,0.0,-8.0,12.0,0.0,1.0,257.87,20.08,865.0,4.0,0
0.0,0.0,29.0,58.0,1.0,3.0,217.74,17.84,339.0,1.0,1
0.0,0.0,-14.0,11.0,0.0,4.0,218.66,38.94,354.0,1.5,0
0.0,0.0,14.0,30.0,1.0,10.0,228.67,31.68,1128.0,1.0,1
0.0,0.0,-10.0,9.0,0.0,10.0,348.95500000000004,21.7,179.0,1.0,0
0.0,0.0,-18.0,10.0,0.0,1.0,348.95500000000004,38.94,874.0,1.0,0
0.0,0.0,-12.0,5.0,0.0,1.0,348.95500000000004,38.94,452.0,2.0,0
0.0,0.0,-26.0,16.0,0.0,1.0,237.0,22.0,516.0,1.0,0
0.0,0.0,-7.0,31.0,0.0,2.0,348.95500000000004,18.73,406.0,1.0,0
0.0,0.0,-10.0,5.0,0.0,10.0,348.95500000000004,17.76,556.0,1.0,0
0.0,0.0,-29.0,18.0,0.0,1.0,348.95500000000004,38.94,1128.0,1.0,1
0.0,0.0,-7.0,12.0,0.0,1.0,259.15,14.15,1019.0,3.0,0
0.0,0.0,-21.0,10.0,0.0,10.0,348.95500000000004,38.94,558.0,2.0,0
0.0,0.0,-19.0,5.0,0.0,10.0,348.95500000000004,38.94,122.0,1.0,0
0.0,0.0,-22.0,12.0,0.0,1.0,348.95500000000004,36.75,3469.0,5.0,0
0.0,0.0,-12.0,11.0,0.0,4.0,258.38,37.74,919.0,1.0,0
0.0,0.0,-2.0,14.0,0.0,8.0,348.95500000000004,38.94,378.0,2.0,0
0.0,0.0,-21.0,5.0,0.0,4.0,272.04,38.94,287.0,1.0,0
0.0,0.0,-4.0,12.0,0.0,4.0,236.81,36.91,2261.0,1.0,0
0.0,0.0,-6.0,12.0,0.0,1.0,269.2,38.94,366.0,2.0,0
0.0,0.0,12.0,52.0,1.0,3.0,300.6,33.4,175.0,1.0,1
0.0,0.0,-20.0,3.0,0.0,2.0,199.79,9.89,1885.0,1.0,0
0.0,0.0,-1.0,31.0,0.0,3.0,211.01,16.11,570.0,2.0,0
0.0,0.0,-7.0,22.0,0.0,10.0,348.95500000000004,25.9,966.0,1.0,0
0.0,0.0,-12.0,3.0,0.0,1.0,233.93,14.93,1505.0,1.0,0
0.0,0.0,-3.0,12.0,0.0,4.0,321.57,26.58,526.0,2.0,0
0.0,0.0,0.0,31.0,0.0,6.0,348.95500000000004,24.92,283.0,3.0,0
0.0,0.0,-6.0,16.0,0.0,5.0,348.95500000000004,38.599999999999994,2290.3333333333335,1.0,1
0.0,0.0,-10.0,15.0,0.0,8.0,348.95500000000004,19.53,2644.0,6.0,0
0.0,0.0,-11.0,2.0,0.0,10.0,260.55,10.56,1193.0,3.0,0
0.0,0.0,-28.0,19.0,0.0,1.0,336.56,26.66,574.0,1.0,0
0.0,0.0,-13.0,7.0,0.0,8.0,348.95500000000004,38.94,1912.0,5.0,1
0.0,0.0,-17.0,2.0,0.0,10.0,227.63,38.94,1373.142857142857,1.7142857142857142,1
0.0,0.0,-35.0,6.0,0.0,1.0,259.4,21.4,330.0,1.0,0
0.0,0.0,-21.0,7.0,0.0,10.0,348.95500000000004,38.94,526.0,5.0,1
0.0,0.0,-20.0,6.0,0.0,4.0,276.11,38.94,294.8,3.2,1
0.0,0.0,-17.0,10.0,0.0,1.0,348.95500000000004,18.24,2599.0,4.0,0
0.0,0.0,-22.0,10.0,0.0,10.0,226.14,18.52,1224.0,3.0,1
0.0,0.0,-12.0,11.0,0.0,5.0,283.54,33.55,1158.0,4.0,0
0.0,0.0,-18.0,8.0,0.0,1.0,223.88,23.98,1129.0,2.0,0
0.0,0.0,-8.0,12.0,0.0,1.0,348.95500000000004,38.94,698.0,3.0,0
0.0,0.0,-14.0,14.0,0.0,10.0,348.95500000000004,38.94,2222.0,1.0,0
0.0,0.0,-13.0,20.0,0.0,10.0,348.95500000000004,34.06,261.0,1.0,0
0.0,0.0,-22.0,2.0,0.0,8.0,348.95500000000004,37.94,2206.0,1.0,0
0.0,0.0,-13.0,10.0,0.0,1.0,284.23,14.33,501.0,1.0,0
0.0,0.0,-19.0,7.0,0.0,1.0,280.65,38.94,1149.0,8.0,0
0.0,0.0,-22.0,10.0,0.0,3.0,246.38,26.38,313.0,1.0,1
0.0,0.0,-9.0,7.0,0.0,1.0,348.95500000000004,32.69,875.0,5.0,0
0.0,0.0,-3.0,5.0,0.0,2.0,246.99,37.29,903.0,6.0,0
0.0,0.0,-15.0,4.0,0.0,10.0,348.95500000000004,16.43,582.0,5.0,0
0.0,0.0,-15.0,13.0,0.0,3.0,292.22,31.32,834.0,2.0,1
0.0,0.0,-16.0,8.0,0.0,8.0,348.95500000000004,38.94,204.0,1.0,0
0.0,0.0,-3.0,21.0,0.0,1.0,274.39,27.159999999999997,382.6666666666667,1.3333333333333333,1
0.0,0.0,-21.0,4.0,0.0,1.0,213.43,13.53,547.0,3.0,0
0.0,0.0,-8.0,18.0,0.0,2.0,227.27,22.27,162.0,5.0,0
0.0,0.0,-20.0,4.0,0.0,10.0,273.25,14.25,547.0,1.0,0
0.0,0.0,-4.0,21.0,0.0,4.0,348.95500000000004,38.94,489.0,2.0,0
0.0,0.0,-7.0,41.0,0.0,10.0,220.54,38.94,1360.0,1.0,0
0.0,0.0,-14.0,7.0,0.0,7.0,346.45,28.55,1058.0,1.0,0
0.0,0.0,-19.0,11.0,0.0,3.0,189.84,38.94,1893.0,1.0,0
0.0,0.0,-10.0,5.0,0.0,8.0,348.95500000000004,17.01,1773.0,2.0,0
0.0,0.0,-14.0,8.0,0.0,10.0,261.9,31.91,1157.0,1.0,0
0.0,0.0,-8.0,4.0,0.0,2.0,348.95500000000004,19.22,1552.0,3.0,0
0.0,0.0,-8.0,10.0,0.0,5.0,348.95500000000004,38.94,1069.0,2.0,0
0.0,0.0,-14.0,7.0,0.0,1.0,348.95500000000004,38.94,527.5,1.5,0
0.0,0.0,-14.0,11.0,0.0,1.0,323.7,38.94,614.0,1.0,0
0.0,0.0,-1.0,16.0,0.0,10.0,348.95500000000004,38.94,1176.0,3.0,0
0.0,0.0,-11.0,4.0,0.0,3.0,348.95500000000004,38.94,1609.0,2.0,0
0.0,0.0,-5.0,7.0,0.0,10.0,348.95500000000004,18.81,1447.0,5.0,0
0.0,0.0,-21.0,13.0,0.0,1.0,241.25,38.94,842.0,1.0,0
0.0,0.0,-12.0,14.0,0.0,1.0,348.95500000000004,38.94,2424.0,7.0,0
0.0,0.0,-7.0,9.0,0.0,1.0,241.48,21.58,563.0,7.0,0
0.0,0.0,-24.0,8.0,0.0,2.0,211.6,18.6,2558.0,1.0,0
0.0,0.0,-9.0,14.0,0.0,5.0,308.64,19.64,727.0,2.0,0
0.0,0.0,-9.0,13.0,0.0,3.0,261.8,31.82,901.0,1.0,0
0.0,0.0,-13.0,7.0,0.0,1.0,261.24,13.24,750.0,1.0,0
0.0,0.0,-13.0,3.0,0.0,1.0,209.95,20.05,902.0,3.0,0
0.0,0.0,-18.0,9.0,0.0,1.0,317.35,38.94,502.0,2.0,0
