cancellation,no_delivery,delivery_delay,delivery_time,late_delivery_flag,avg_installments,total_payment,freight_value,product_description_length,product_photos_qty,is_dissatisfied
0.0,0.0,-17.5,6.5,0.0,2.0,354.37,36.480000000000004,631.5,1.0,0
0.0,0.0,-19.0,17.5,0.0,1.0,123.25,41.8,1022.0,1.0,0
0.0,0.0,-12.5,5.5,0.0,1.0,252.4,52.8,459.5,1.5,0
0.0,0.0,-10.0,13.0,0.0,1.5,214.9,32.0,593.0,6.5,0
0.0,0.0,-16.0,12.5,0.0,8.0,236.3,52.87,2267.5,3.0,0
0.0,0.0,-6.0,9.0,0.0,5.25,495.33,49.01,2055.0,3.5,0
0.0,0.0,-15.5,5.0,0.0,5.5,423.365,53.449999999999996,2254.5,4.0,0
0.0,0.0,-14.0,3.0,0.0,2.0,245.37,19.03,693.0,3.5,0
0.0,0.0,-20.5,9.5,0.0,3.0,356.39,74.97999999999999,2659.0,1.0,0
0.0,0.0,-11.5,12.5,0.0,2.0,315.12,25.22,603.0,1.0,0
0.0,0.0,-9.0,7.5,0.0,8.5,259.89,51.010000000000005,337.33333333333337,1.3333333333333335,0
0.0,0.0,-22.5,5.0,0.0,2.0,75.31,34.05,499.0,1.5,0
0.0,0.0,-12.0,3.0,0.0,1.0,165.34,23.34,360.5,5.0,0
0.0,0.0,-21.5,15.0,0.0,2.0,242.5,73.09,385.75,1.25,0
0.0,0.0,-26.0,8.5,0.0,6.5,463.03999999999996,35.04,1476.0,1.0,0
0.0,0.0,-5.5,21.5,0.5,1.0,264.04,64.44,928.0,1.0,0
0.0,0.0,-10.5,16.5,0.0,7.0,199.03,61.03,678.5,1.75,0
0.0,0.0,-11.0,16.0,0.0,3.0,101.43,36.44,613.5,1.0,0
0.0,0.0,-11.0,20.5,0.0,1.0,347.55,69.55000000000001,986.5,3.5,0
0.0,0.0,-12.5,5.0,0.0,2.0,194.57,21.68,477.5,1.0,0
0.0,0.0,-17.5,19.0,0.0,4.5,96.63,32.650000000000006,317.0,1.0,0
0.0,0.0,-16.0,6.666666666666667,0.0,1.0,583.085,69.86,461.0,1.3333333333333333,0
0.0,0.0,-5.5,9.5,0.0,1.0,68.86,22.880000000000003,197.0,1.0,0
0.0,0.0,-13.0,17.666666666666668,0.0,1.0,290.96,45.96,321.6666666666667,1.0,0
0.0,0.0,-13.0,2.0,0.0,1.0,71.88,31.48,247.0,1.0,0
0.0,0.0,-5.5,6.5,0.0,2.0,73.04,16.05,745.5,2.0,0
0.0,0.0,-8.5,13.5,0.0,1.0,495.96,77.88,1595.0,3.5,0
0.0,0.0,-7.5,13.5,0.0,1.5,93.0,42.3,443.0,1.0,0
0.0,0.0,-31.5,8.0,0.0,10.0,697.9100000000001,77.88,886.5,2.0,0
0.0,0.0,-16.0,9.5,0.0,4.5,447.285,62.269999999999996,671.0,1.0,0
0.0,0.0,-8.5,10.5,0.0,1.0,645.53,38.53,742.0,1.0,0
0.0,0.0,-18.5,13.0,0.0,1.0,120.84,34.95,140.0,1.0,0
0.0,0.0,-7.0,3.5,0.0,1.5,72.65,17.68,467.0,1.0,0
0.0,0.0,-13.5,19.0,0.0,1.0,99.44999999999999,50.47,397.0,2.0,0
0.0,0.0,-6.5,15.0,0.5,1.0,238.55,46.56,948.5,2.0,0
0.0,0.0,-8.666666666666666,7.666666666666667,0.0,1.6666666666666667,153.45999999999998,31.57,395.0,2.3333333333333335,0
0.3333333333333333,0.3333333333333333,-13.0,9.0,0.0,5.333333333333333,690.52,62.92,340.0,2.0,0
0.0,0.0,-14.5,20.5,0.0,5.0,387.39,41.91,730.0,1.0,0
0.0,0.0,-14.5,8.5,0.0,10.0,384.16999999999996,35.269999999999996,1697.0,1.5,0
0.0,0.0,-10.5,11.5,0.0,1.0,178.95,34.05,523.5,3.0,0
0.0,0.0,-16.5,7.0,0.0,4.0,255.79000000000002,36.89,274.0,3.0,0
0.0,0.0,-6.5,20.5,0.5,2.0,425.605,38.4,687.0,3.0,0
0.0,0.0,-15.5,11.0,0.0,3.0,199.76,38.870000000000005,377.0,1.5,0
0.0,0.0,-13.0,9.5,0.0,1.0,127.59,38.64,208.0,1.5,0
0.0,0.0,-8.0,4.0,0.0,1.0,148.32,28.32,190.0,1.0,0
0.0,0.0,-10.0,3.0,0.0,1.0,339.46,23.46,162.0,1.0,0
0.0,0.0,-12.0,1.5,0.0,3.0,115.49,45.629999999999995,654.5,2.0,0
0.0,0.0,-8.0,4.0,0.0,1.0,61.54,18.54,158.0,1.0,1
0.0,0.0,-11.0,9.5,0.0,2.0,210.78,30.78,269.0,1.0,0
0.0,0.0,-13.5,25.0,0.5,4.0,131.94,31.97,723.0,1.5,1
0.0,0.0,-4.0,5.5,0.0,5.75,394.83500000000004,51.83,619.0,1.5,0
0.0,0.0,1.5,16.5,0.5,8.5,239.16,29.159999999999997,179.5,4.0,0
0.0,0.0,-16.5,11.0,0.0,2.5,231.49,31.089999999999996,1622.0,1.0,0
0.0,0.0,-13.5,14.5,0.0,3.0,87.5,43.61,454.0,1.0,0
0.0,0.0,-7.0,21.5,0.0,9.0,602.1750000000001,51.83,741.0,2.0,0
0.0,0.0,-23.0,9.0,0.0,1.0,514.49,46.79,218.25,1.0,1
0.0,0.0,-9.5,12.5,0.0,6.5,442.19,57.290000000000006,603.0,1.0,0
0.0,0.0,-14.5,10.0,0.0,5.5,188.51999999999998,23.619999999999997,510.5,2.0,0
0.0,0.0,-6.5,4.5,0.0,1.0,103.13,15.129999999999999,845.0,3.5,0
0.0,0.0,-16.0,10.0,0.0,1.0,255.55,80.55,564.0,1.0,0
0.0,0.0,-7.0,6.0,0.0,1.0,68.81,17.31,590.5,2.0,0
0.0,0.0,-10.5,8.0,0.0,8.0,669.5350000000001,59.39,1060.5,2.0,0
0.0,0.0,-26.666666666666668,17.333333333333332,0.0,1.0,288.8,67.0,212.33333333333334,1.0,0
0.0,0.0,-24.5,7.0,0.0,2.5,130.64,30.66,670.5,1.5,0
0.0,0.0,-17.0,5.5,0.0,6.0,410.75500000000005,25.259999999999998,414.0,2.0,0
0.0,0.0,-15.5,13.0,0.0,1.0,581.0150000000001,69.6,1159.0,1.0,0
0.0,0.0,-22.5,7.5,0.0,1.0,188.79,35.89,3604.0,1.0,0
0.0,0.0,-26.5,13.5,0.0,6.0,126.02000000000001,30.22,531.0,4.0,0
0.0,0.0,-11.666666666666666,13.0,0.0,1.0,167.32999999999998,39.43,222.66666666666666,1.0,0
0.0,0.0,-23.5,7.0,0.0,3.0,71.57,28.67,425.0,3.0,0
0.0,0.0,-4.0,13.5,0.0,3.0,198.49,28.64,280.5,2.0,0
0.0,0.0,6.666666666666667,32.333333333333336,0.6666666666666666,1.3333333333333333,251.54,61.14,187.5,1.0,0
0.0,0.0,-18.5,11.0,0.0,10.0,481.40500000000003,33.120000000000005,1888.0,3.0,0
0.0,0.0,-16.5,14.5,0.0,2.5,202.81,37.14,739.0,4.0,1
0.0,0.0,-27.0,4.0,0.0,4.666666666666667,218.63,47.83,729.3333333333334,3.6666666666666665,0
0.0,0.0,-11.5,4.5,0.0,2.0,99.41,18.61,903.0,3.5,0
0.0,0.0,-24.0,10.0,0.0,5.5,530.77,57.56,926.5,2.0,0
0.0,0.0,-10.0,8.5,0.0,1.0,484.32,77.88,364.0,1.0,0
0.0,0.0,-24.0,6.5,0.0,1.0,192.7,35.7,606.0,2.0,0
0.0,0.0,-2.5,9.0,0.0,5.0,384.44,65.58,643.5,2.5,0
0.0,0.25,-29.0,9.0,0.0,5.25,320.26,101.38,786.75,1.0,0
0.0,0.0,-1.5,9.5,0.0,1.5,113.95,25.060000000000002,407.5,2.5,0
0.0,0.0,-15.5,6.5,0.0,5.0,177.82999999999998,39.43,689.0,1.0,0
0.0,0.0,-27.5,9.5,0.0,8.0,510.21500000000003,33.4,1383.5,2.0,0
0.0,0.0,-4.5,17.5,0.5,3.0,123.47,30.32,555.5,2.5,1
0.0,0.0,-27.5,6.0,0.0,10.0,342.77,59.94,495.66666666666663,1.1666666666666665,0
0.0,0.0,-9.5,3.0,0.0,1.0,118.25999999999999,16.560000000000002,828.5,1.5,0
